	!	%	'	&	)	(	+	*	-	/	.	1	0	3	2	5	4	7	6	9	8	;	:	=	<	>	[	]	\	_	^	a	c	b	e	d	g	f	i	h	k	j	m	l	o	n	q	p	s	r	u	t	w	v	y	x	{	z	}	|	~
1		0.06540778279304504	0.014454268850386143	0.0772772952914238	-0.07086877524852753	0.2183711975812912	0.08467154204845428	0.052670933306217194	0.036473535001277924	0.14351075887680054	-0.013928337953984737	0.20447757840156555	-0.07628859579563141	0.08999766409397125	0.10505633056163788	0.2010495662689209	0.21636202931404114	0.05634148046374321	0.09862459450960159	0.08338990062475204	0.07547305524349213	0.3120260536670685	-0.08404961973428726	0.19275018572807312	0.1027737557888031	-0.01971004158258438	0.014984899200499058	-0.1317732036113739	-0.09537934511899948	0.13656260073184967	0.13493667542934418	0.009748236276209354	-0.09973990172147751	-0.22633643448352814	-0.06182936206459999	0.03156322240829468	0.011791283264756203	-0.0582430399954319	-0.0035017086192965508	-0.08872856199741364	0.08112487196922302	-0.04159905016422272	-0.1386682093143463	0.1579892486333847	0.0036107657942920923	-0.17357885837554932	0.08888590335845947	-0.07961713522672653	0.09207218140363693	-0.04945185407996178	0.17817936837673187	-0.040285974740982056	-0.18950550258159637	-0.0694664865732193	-0.21014556288719177	-0.22482465207576752	0.143365740776062	0.021487126126885414	0.12633545696735382	-0.044984620064496994	0.2980903387069702
2	0.06540778279304504		-0.04185192659497261	0.37102773785591125	-0.05032898113131523	-0.022098038345575333	0.14901861548423767	-0.027833718806505203	-0.17189428210258484	0.21345092356204987	0.22920973598957062	-0.0660472884774208	0.3728184401988983	0.36516013741493225	0.08561445027589798	0.7646477818489075	0.5537760257720947	0.8337749242782593	0.7280834913253784	0.8887470960617065	0.8458487391471863	0.15514488518238068	0.13231778144836426	0.09493839740753174	0.12775909900665283	0.18806645274162292	0.15974538028240204	0.16162434220314026	-0.16650545597076416	-0.17928646504878998	-0.11262481659650803	-0.06842376291751862	-0.1607290655374527	-0.2839321792125702	-0.12785235047340393	0.058831628412008286	-0.07304593175649643	-0.23025457561016083	-0.0983429104089737	-0.12955690920352936	-0.40424099564552307	-0.36402326822280884	-0.10629453510046005	-0.09463471174240112	0.0452193021774292	-0.2991419732570648	0.13182301819324493	-0.16592106223106384	0.005306919105350971	-0.07793138176202774	0.005221052560955286	-0.13114985823631287	-0.29686954617500305	-0.057423848658800125	-0.26836442947387695	-0.32110193371772766	-0.21301524341106415	-0.21271857619285583	-0.13351503014564514	-0.17185209691524506	0.3884367048740387
3	0.01445427443832159	-0.04185193032026291		0.20129922032356262	0.24677453935146332	0.24956372380256653	0.1928379386663437	0.3141445219516754	0.10430591553449631	0.04159336909651756	0.1710563749074936	0.09170198440551758	0.18165336549282074	0.17758724093437195	-0.00026640226133167744	0.04365390166640282	0.09518621861934662	-0.12465547025203705	0.035166531801223755	-0.049976758658885956	-0.04875301197171211	0.23389098048210144	0.2835668921470642	0.1266002357006073	0.1170925721526146	0.10562854260206223	0.09299805015325546	-0.007403957657516003	0.007102553732693195	0.23570920526981354	0.052736859768629074	-0.008438631892204285	-0.10893944650888443	-0.07058991491794586	-0.06397785991430283	-0.01766449585556984	-0.08293048292398453	0.010013895109295845	0.16318657994270325	0.08343932777643204	0.035744085907936096	0.25611230731010437	0.08077372610569	-0.08473357558250427	-0.064569853246212	0.0024579216260463	0.0871758908033371	0.03727903962135315	-0.0035779585596174	-0.06158827617764473	0.17344923317432404	-0.04841617867350578	-0.007843734696507454	-0.03770535811781883	0.04974749684333801	0.09460228681564331	0.1601962000131607	0.2740650773048401	0.18592719733715057	0.19483861327171326	0.1208275854587555
4	0.07727731764316559	0.37102800607681274	0.20129917562007904		0.1005016341805458	0.0776653066277504	0.19680605828762054	0.07796945422887802	-0.08315533399581909	0.15262804925441742	0.2693527340888977	0.006296070758253336	0.3871888816356659	0.4076044261455536	0.0429464615881443	0.43351349234580994	0.39822515845298767	0.29448410868644714	0.35797181725502014	0.34648337960243225	0.2996905744075775	0.2646675705909729	0.38058236241340637	0.12439555674791336	0.16739189624786377	0.17483524978160858	0.1323593109846115	0.29305046796798706	0.07569447159767151	0.007531966082751751	0.01181094441562891	-0.0004113606992177665	-0.09939685463905334	-0.14897416532039642	-0.13779288530349731	0.18844811618328094	-0.0523449182510376	-0.22565893828868866	0.018407480791211128	-0.09965726733207703	-0.05253899097442627	-0.04970405250787735	0.003403815208002925	-0.053785935044288635	0.09723462909460068	-0.10502585768699646	0.18646404147148132	-0.043866220861673355	0.06380508840084076	-0.01188514195382595	0.1601593792438507	-0.11491334438323975	0.020685486495494843	-0.028921619057655334	0.024313045665621758	-0.1612924039363861	-0.0647149607539177	0.005143588874489069	0.008879858069121838	0.07666885107755661	0.3430023789405823
5	-0.07086879014968872	-0.050328947603702545	0.24677467346191406	0.1005016565322876		0.09383751451969147	0.1466846764087677	0.07295340299606323	0.14557939767837524	0.13138249516487122	0.12023323029279709	0.2161743938922882	0.02107028290629387	0.0635056272149086	0.1610647737979889	-0.008311581797897816	-0.01447093952447176	-0.04950334504246712	0.0201631560921669	0.007553182542324066	-0.043004658073186874	0.2869016230106354	0.09714112430810928	-0.07168466597795486	0.07309257984161377	0.013405904173851013	0.05830107256770134	0.25753524899482727	0.015661785379052162	0.21623580157756805	0.08136589080095291	-0.058292023837566376	-0.132329061627388	0.022504353895783424	0.0009802400600165129	-0.18338871002197266	-0.08632401376962662	0.040419451892375946	0.08770057559013367	-0.029973648488521576	0.1475529670715332	0.08113092184066772	0.026010343804955482	0.02006876841187477	0.023831743746995926	-0.006393531337380409	-0.05338553339242935	0.00857231579720974	-0.04646631330251694	-0.036996107548475266	-0.07690678536891937	-0.121497243642807	-0.0820838138461113	-0.1213679164648056	-0.02137799747288227	0.11243809014558792	0.12225158512592316	0.07414694875478745	0.07412775605916977	0.11286161839962006	0.03972819820046425
6	0.2183711975812912	-0.02209802344441414	0.24956375360488892	0.0776652991771698	0.09383749216794968		0.1860964298248291	-0.00642209779471159	0.05229777470231056	0.1859489381313324	0.20795774459838867	0.014358839020133018	-0.06955232471227646	-0.07175595313310623	0.059139151126146317	-0.08399533480405807	-0.11419970542192459	-0.06865799427032471	-0.05260113254189491	-0.021634452044963837	-0.013188576325774193	0.28610435128211975	0.16471460461616516	0.1615515649318695	0.18205344676971436	0.06112769991159439	0.054036956280469894	0.10360058397054672	0.09900518506765366	0.11961665004491806	0.18243902921676636	-0.024065759032964706	-0.07748429477214813	0.14694397151470184	0.04085776209831238	0.11535285413265228	-0.1334603726863861	-0.008596541360020638	0.10968348383903503	0.12004473060369492	0.04879351705312729	-0.0011893983464688063	-0.06955878436565399	-0.024735966697335243	-0.022366061806678772	0.03276107460260391	0.031022170558571815	0.03428191691637039	0.03013060986995697	0.00252084550447762	0.004659045487642288	0.05866948515176773	-0.08883281797170639	0.00154193548951298	0.10487648099660873	0.12953078746795654	0.20576347410678864	0.022502625361084938	0.14682482182979584	0.20565497875213623	0.19982966780662537
7	0.08467157185077667	0.14901860058307648	0.19283798336982727	0.19680604338645935	0.14668463170528412	0.18609647452831268		0.06997412443161011	0.5228102207183838	0.6275900602340698	0.3088691234588623	0.1793241649866104	0.03777436167001724	0.4487299919128418	0.33898860216140747	0.23619285225868225	0.3118168115615845	0.22948475182056427	0.3039828836917877	0.19559817016124725	0.24776612222194672	0.22326304018497467	0.03430016338825226	0.22315651178359985	-0.06208282709121704	0.14534713327884674	0.038406893610954285	0.027718106284737587	-0.05284901335835457	0.10609263926744461	0.29313474893569946	-0.13610267639160156	0.07298456132411957	-0.11812595278024673	-0.15835800766944885	0.1443694531917572	-0.11813005805015564	-0.13759049773216248	-0.1541292518377304	-0.23822514712810516	0.12166270613670349	-0.12475975602865219	0.018366588279604912	-0.14746157824993134	-0.06548840552568436	-0.17292152345180511	-0.00515361363068223	-0.0041306051425635815	-0.11735870689153671	-0.14941586554050446	0.06225230172276497	-0.2032851129770279	-0.07534019649028778	-0.08314491808414459	-0.0313827320933342	-0.13621819019317627	0.16867595911026	0.17906777560710907	0.16396485269069672	-0.09196309745311737	-0.03366910666227341
8	0.05267093703150749	-0.027833715081214905	0.3141446113586426	0.07796945422887802	0.0729534775018692	-0.006422106176614761	0.06997411698102951		0.18232613801956177	0.09733846038579941	0.07828356325626373	0.05865433067083359	0.3403676152229309	0.3240008056163788	0.29965344071388245	0.1504068821668625	0.2155812829732895	-0.015164126642048359	-0.0045478455722332	0.04889886826276779	-0.0065515898168087006	-0.09721292555332184	0.16985353827476501	0.07835500687360764	-0.03431251272559166	-0.02987946756184101	0.056994177401065826	0.10660839825868607	-0.03880026564002037	0.09394930303096771	-0.03336123004555702	-0.01427060179412365	-0.14880521595478058	-0.0813276469707489	0.01513194665312767	0.07730798423290253	0.0337945818901062	-0.0008187314961105585	0.1971970498561859	0.015643814578652382	0.16294316947460175	0.2872760593891144	0.21782520413398743	-0.1401238888502121	-0.1397315412759781	0.15344399213790894	0.10036937892436981	-0.06497383117675781	0.11630334705114365	-0.043401386588811874	0.12809379398822784	-0.029875829815864563	0.2956661283969879	-0.01289181038737297	0.1985713094472885	0.13743555545806885	-0.006707448977977037	0.39355796575546265	0.20594942569732666	0.22031086683273315	0.10667505860328674
9	0.036473535001277924	-0.17189428210258484	0.10430590063333511	-0.0831553190946579	0.14557941257953644	0.052297767251729965	0.522810161113739	0.18232615292072296		0.36209356784820557	0.07110733538866043	0.09593262523412704	-0.0620553120970726	0.15831464529037476	0.334733784198761	0.013948366977274418	0.06943299621343613	-0.05089719593524933	0.07351722568273544	-0.02883382886648178	-0.03530984744429588	0.05181919038295746	0.08315020799636841	0.22555197775363922	-0.06459113955497742	-0.07552527636289597	0.12239617109298706	-0.022758524864912033	-0.06572946161031723	0.27571895718574524	0.2811136841773987	-0.2583957314491272	0.18649694323539734	-0.061608895659446716	0.02118709869682789	0.08560461550951004	-0.10105301439762115	0.035696618258953094	-0.06311716139316559	-0.18364717066287994	0.3116561770439148	0.20449639856815338	-0.18459565937519073	-0.03678404912352562	-0.16328316926956177	0.06708119064569473	-0.03073742613196373	0.07201981544494629	-0.12015263736248016	-0.059411417692899704	-0.03928124159574509	-0.2508305311203003	0.0015024658059701324	0.045934904366731644	0.007210631389170885	0.1294712871313095	0.1538548767566681	0.2787802517414093	0.37263649702072144	0.04571330547332764	-0.25728875398635864
10	0.14351077377796173	0.21345099806785583	0.04159337282180786	0.1526280641555786	0.1313825249671936	0.18594898283481598	0.6275901198387146	0.09733850508928299	0.36209362745285034		0.314777135848999	0.07910194247961044	-0.030823737382888794	0.36632052063941956	0.36074021458625793	0.3228505551815033	0.31987878680229187	0.31431707739830017	0.34422746300697327	0.31871697306632996	0.29214146733283997	0.21546685695648193	-0.0795786902308464	0.04990363121032715	-0.06517264246940613	0.03130286931991577	-0.020087042823433876	0.04078187420964241	0.05666866898536682	0.0996536985039711	0.2929108142852783	-0.2121901512145996	-0.009357242844998837	-0.09238696098327637	-0.13671572506427765	0.008309228345751762	0.02319234237074852	-0.18292945623397827	-0.0869034081697464	-0.16737771034240723	0.17629945278167725	-0.10777867585420609	-0.01294821035116911	0.020676646381616592	-0.05685672163963318	-0.16123534739017487	0.050308335572481155	-0.13360467553138733	-0.14654123783111572	-0.20236440002918243	0.15878523886203766	-0.1886758655309677	-0.11575683206319809	-0.04873090609908104	-0.053779467940330505	-0.10219153761863708	0.06979934871196747	0.17302782833576202	0.15967249870300293	0.09657047688961029	0.09229835867881775
