	!	%	'	&	)	(	+	*	-	/	.	1	0	3	2	5	4	7	6	9	8	;	:	=	<	>	[	]	\	_	^	a	c	b	e	d	g	f	i	h	k	j	m	l	o	n	q	p	s	r	u	t	w	v	y	x	{	z	}	|	~
1		0.1108255386352539	0.06048399955034256	0.19786123931407928	0.02448612079024315	0.2954217791557312	0.11345361173152924	0.021912185475230217	0.18854494392871857	0.18025633692741394	-0.038098402321338654	0.1622287780046463	-0.0779821053147316	0.08725979179143906	0.22062525153160095	0.18478630483150482	0.18105566501617432	0.011722588911652565	0.09760310500860214	0.0651734247803688	0.06462976336479187	0.1959349662065506	-0.05876314640045166	0.23883934319019318	0.04555637016892433	-0.1012306660413742	0.06953776627779007	-0.05693082883954048	-0.1565350890159607	0.23671473562717438	0.23635730147361755	-0.0725652277469635	-0.11383945494890213	-0.08105790615081787	-0.0988398939371109	0.11041579395532608	0.0966828316450119	-0.04217628389596939	0.035354871302843094	-0.029633518308401108	0.09419440478086472	-0.0659521147608757	-0.060155969113111496	0.042756132781505585	0.049336861819028854	-0.07285059988498688	0.15847477316856384	-0.1485639214515686	0.08850258588790894	-0.13395105302333832	0.13864292204380035	-0.017006006091833115	-0.07398433238267899	-0.027092549949884415	-0.17121398448944092	-0.1598629653453827	0.10488629341125488	0.015730027109384537	0.14407183229923248	-0.08955327421426773	0.07805769890546799
2	0.11082550883293152		-0.05338617041707039	0.34839627146720886	-0.02832607366144657	0.00768081471323967	0.11065199971199036	-0.047061093151569366	-0.08793844282627106	0.21967805922031403	0.1906455010175705	-0.06698784977197647	0.26971766352653503	0.346365362405777	0.09483916312456131	0.7708083391189575	0.5172767043113708	0.8468102812767029	0.7570188641548157	0.8535060882568359	0.8215150237083435	0.2098982036113739	0.13148877024650574	0.09571266919374466	0.18964962661266327	0.2229272425174713	0.14046548306941986	0.2043861597776413	-0.016612583771348	-0.20486439764499664	-0.09969250112771988	-0.14111052453517914	-0.15006527304649353	-0.30778801441192627	-0.11293834447860718	0.07303230464458466	-0.06885912269353867	-0.18918314576148987	-0.08455851674079895	-0.08128078281879425	-0.29434582591056824	-0.3893761932849884	-0.20315054059028625	-0.08240117132663727	0.05030684173107147	-0.2832118570804596	0.12470362335443497	-0.042054515331983566	-0.004547575023025274	-0.10236374288797379	-0.02280588261783123	-0.16095633804798126	-0.31493374705314636	-0.02297186851501465	-0.22820840775966644	-0.31775781512260437	-0.08597709238529205	-0.2911616563796997	-0.12283539772033691	-0.1857215017080307	0.4119894802570343
3	0.06048399955034256	-0.053386181592941284		0.22789591550827026	0.20985811948776245	0.27978020906448364	0.18514101207256317	0.1866772472858429	0.10141753405332565	0.01380419172346592	0.052136316895484924	-0.004778167698532343	0.138763427734375	0.24168206751346588	0.02476564422249794	0.011231224983930588	0.12244676798582077	-0.08979307115077972	0.11103330552577972	-0.06250397115945816	-0.0028931982815265656	0.3484945297241211	0.2072555124759674	0.16393046081066132	0.06044747307896614	0.09367136657238007	0.03435421362519264	0.011004311963915825	-0.04705975204706192	0.18141114711761475	-0.11619999259710312	-0.050388287752866745	-0.08167335391044617	-0.0503753200173378	-0.04887335002422333	0.014346298761665821	-0.09635939449071884	0.027233969420194626	0.10608593374490738	0.07955550402402878	-0.024552810937166214	0.20290374755859375	0.12486051023006439	-0.17252887785434723	-0.06295710057020187	0.059892427176237106	0.002878850093111396	-0.013010723516345024	0.04722394421696663	-0.06426572054624557	0.2077823281288147	0.00027011247584596276	0.0979023426771164	-0.0341484472155571	0.021278059110045433	0.045487143099308014	0.11607109755277634	0.2963678538799286	0.09230600297451019	0.1789240688085556	0.07794717699289322
4	0.19786128401756287	0.3483962416648865	0.22789596021175385		0.11349563300609589	0.11187000572681427	0.14786237478256226	0.008377974852919579	-0.09084390848875046	0.15917141735553741	0.23502488434314728	0.01763611100614071	0.35385236144065857	0.35520681738853455	0.013377156108617783	0.46037614345550537	0.39784717559814453	0.3089413046836853	0.403386652469635	0.315247118473053	0.35583654046058655	0.30673468112945557	0.3618471920490265	0.11743579059839249	0.18075205385684967	0.21205046772956848	0.12433059513568878	0.2452959567308426	0.05383346229791641	-0.005834763403981924	-0.02207939699292183	-0.0020989011973142624	-0.09355395287275314	-0.18680661916732788	-0.13607025146484375	0.18192331492900848	-0.07361514121294022	-0.17550870776176453	-0.015057788230478764	-0.08561769127845764	-0.12339585274457932	-0.06531769782304764	0.018909906968474388	-0.07094552367925644	0.1539858728647232	-0.12341538816690445	0.22657345235347748	-0.07931292802095413	0.08976893126964569	0.023813996464014053	0.15459276735782623	-0.10967160761356354	0.051484785974025726	-0.0248616524040699	0.016855351626873016	-0.1734088510274887	-0.026418182998895645	0.027270402759313583	-0.04496411979198456	0.05975707992911339	0.28253376483917236
5	0.024486128240823746	-0.028326040133833885	0.20985811948776245	0.1134955883026123		0.09611528366804123	0.1248774603009224	0.15249328315258026	0.12141124159097672	0.11478569358587265	0.12137365341186523	0.2550201117992401	0.059503935277462006	0.07687109708786011	0.1574309915304184	0.005871868692338467	-0.0331953801214695	-0.09010079503059387	-0.07063671946525574	-0.026887310668826103	-0.05871347710490227	0.2755490839481354	0.14470131695270538	-0.04237907752394676	0.05789383873343468	0.014554801397025585	0.09147126227617264	0.30669352412223816	-0.03304281458258629	0.21131999790668488	0.0505923293530941	-0.0758548453450203	-0.10343094170093536	0.06729336827993393	-0.01451168768107891	-0.18838362395763397	-0.0822242870926857	0.06479737907648087	0.11267321556806564	-0.06593471765518188	0.11412191390991211	0.10302627831697464	0.04580342024564743	0.018302693963050842	0.03137945011258125	-0.026283785700798035	-0.04791152849793434	0.01133178174495697	-0.04499952495098114	-0.03411375358700752	-0.116648830473423	-0.12115201354026794	-0.06484348326921463	-0.10681349039077759	-0.023643122985959053	0.14204475283622742	0.11663079261779785	0.12866970896720886	0.11338750272989273	0.15605665743350983	0.07159386575222015
6	0.2954218089580536	0.007680782116949558	0.27978020906448364	0.11187000572681427	0.09611524641513824		0.1871684044599533	0.05544765666127205	0.05404374748468399	0.1296619325876236	0.2206544429063797	-0.0026125789154320955	-0.03854086250066757	-0.03800496086478233	-0.018213579431176186	-0.08370714634656906	-0.07948391884565353	-0.1012183427810669	-0.06062208488583565	-0.04467908293008804	-0.05836500972509384	0.32171010971069336	0.20638149976730347	0.15638786554336548	0.18146905303001404	0.03557503595948219	0.09228719770908356	0.17300669848918915	0.04335522651672363	0.139577254652977	0.1715610772371292	-0.0013204735005274415	-0.08128634095191956	0.12840576469898224	0.04991929605603218	0.11611218750476837	-0.12052474915981293	0.04600526764988899	0.10242825001478195	0.12044826149940491	0.026845479384064674	0.02646573632955551	-0.054981529712677	0.06737004220485687	-0.03875325620174408	0.055374279618263245	0.05167901888489723	0.013672533445060253	0.049333054572343826	0.04207226634025574	0.004037628881633282	0.08152373135089874	-0.10422705858945847	-0.014173158444464207	0.10915535688400269	0.17020386457443237	0.20436829328536987	0.030183156952261925	0.16927631199359894	0.225076824426651	0.23033873736858368
7	0.11345364898443222	0.11065202206373215	0.18514105677604675	0.14786243438720703	0.12487750500440598	0.1871684491634369		0.11763150244951248	0.4763031303882599	0.5980570912361145	0.3865426480770111	0.1660027801990509	0.13332606852054596	0.4226912558078766	0.30579620599746704	0.27194198966026306	0.36586469411849976	0.22121573984622955	0.2780672609806061	0.2537267506122589	0.198150634765625	0.23213261365890503	0.1094970852136612	0.1996464729309082	0.10922570526599884	0.21935921907424927	0.004674944095313549	-0.015213092789053917	-0.0783376395702362	0.13243821263313293	0.23970501124858856	-0.11574889719486237	0.0024765832349658012	-0.1877538561820984	-0.1878604143857956	0.128658264875412	-0.08675853908061981	-0.13820993900299072	-0.09467452764511108	-0.17846406996250153	0.13945837318897247	-0.07060229033231735	0.05217377841472626	-0.14361771941184998	-0.05318203940987587	-0.16250021755695343	-0.0018803519196808338	-0.0516829751431942	-0.11391311883926392	-0.10442481935024261	0.050838910043239594	-0.12156018614768982	0.02978607453405857	-0.07223540544509888	-0.048508282750844955	-0.0916982889175415	0.18807770311832428	0.2781749963760376	0.1490546464920044	-0.04923752695322037	-0.0177149698138237
8	0.02191219851374626	-0.04706110805273056	0.1866772621870041	0.008377999998629093	0.15249338746070862	0.05544765666127205	0.11763152480125427		0.18174318969249725	0.1428440809249878	-0.006583260837942362	-0.037422504276037216	0.18672257661819458	0.2922295033931732	0.3039005994796753	0.14590512216091156	0.1969197392463684	0.03562721610069275	0.055471017956733704	0.1071743369102478	0.0911947563290596	-0.014059907756745815	0.1821567267179489	0.05149038881063461	0.13918057084083557	0.0348508358001709	0.031252920627593994	0.14204424619674683	-0.22672103345394135	0.04803948104381561	-0.022401107475161552	-0.16437985002994537	-0.10974924266338348	-0.06322457641363144	0.0094979926943779	-0.02599204331636429	0.027695419266819954	-0.020075619220733643	0.10637816786766052	-0.01253217738121748	0.04231548681855202	0.28145211935043335	0.19395938515663147	-0.158108651638031	-0.057931866496801376	0.2413666993379593	0.0856674388051033	-0.0036703760270029306	0.15082761645317078	-0.17956671118736267	0.082756407558918	-0.17973671853542328	0.25804072618484497	-0.05076030269265175	0.28918808698654175	0.08845580369234085	-0.12321514636278152	0.2620897889137268	0.1466015875339508	0.19663050770759583	0.29189541935920715
9	0.18854498863220215	-0.08793843537569046	0.10141755640506744	-0.09084390103816986	0.12141125649213791	0.054043762385845184	0.4763031005859375	0.1817430853843689		0.4080717861652374	0.10497555881738663	0.05123912915587425	-0.003638913854956627	0.089034304022789	0.33553919196128845	0.0026892221067100763	0.0695779100060463	-0.04565499350428581	0.04189784824848175	0.0064272284507751465	0.013196052052080631	0.05431240051984787	0.10656702518463135	0.2962295711040497	-0.04091016948223114	-0.045701753348112106	0.1633356362581253	-0.023764148354530334	-0.07854298502206802	0.3033440113067627	0.25386786460876465	-0.260763943195343	0.11796841770410538	-0.08815305680036545	-0.029259921982884407	0.07969862222671509	-0.10643395036458969	0.037851616740226746	-0.05522140860557556	-0.1675478219985962	0.28526732325553894	0.18419550359249115	-0.15952862799167633	-0.051684387028217316	-0.15810991823673248	0.04605666175484657	-0.00497771892696619	0.02895515039563179	-0.0762409195303917	-0.07605696469545364	-0.06191117316484451	-0.17141883075237274	0.06110488995909691	0.11666090786457062	0.04358115792274475	0.10587827861309052	0.09256968647241592	0.2862919569015503	0.3456905782222748	0.05967988073825836	-0.1224006861448288
10	0.18025638163089752	0.21967799961566925	0.01380420383065939	0.15917140245437622	0.11478569358587265	0.1296619325876236	0.5980568528175354	0.1428440362215042	0.4080717861652374		0.24564173817634583	0.11886772513389587	-0.004977505188435316	0.3473209738731384	0.3136536180973053	0.2717271149158478	0.31454998254776	0.2940424978733063	0.26388314366340637	0.2989639639854431	0.2563945949077606	0.1998000591993332	-0.07849571853876114	0.05204806104302406	0.08209508657455444	0.020842021331191063	-0.05201175436377525	0.009243953041732311	0.08397442102432251	0.15340523421764374	0.3228577673435211	-0.1745082587003708	-0.023109154775738716	-0.14129719138145447	-0.16063889861106873	0.04864563047885895	0.011461947113275528	-0.12515796720981598	-0.10114553570747375	-0.15645308792591095	0.18870067596435547	-0.07651020586490631	0.03186250105500221	0.04280611127614975	-0.07840539515018463	-0.1457202136516571	0.05718759447336197	-0.10988730937242508	-0.16579894721508026	-0.15932463109493256	0.19378353655338287	-0.16024386882781982	-0.18412546813488007	-0.04734467342495918	-0.016861028969287872	-0.06541763246059418	0.10329371690750122	0.20237262547016144	0.22331829369068146	0.08342842757701874	0.11924369633197784
